date,average_price,PLU4046,PLU4225,PLU4770,amount_from_small_bags,amount_from_large_bags,amount_from_xlarge_bags,type,year,region_grouping,region,total_consumption
7/16/2017,1.28,176985,84547,2237,91438,25313,5126,conventional,2017,state,SouthCarolina,385646
7/9/2017,1.24,171133,76167,2472,94039,26927,9780,conventional,2017,state,SouthCarolina,380518
7/2/2017,1.28,179978,86916,2600,94511,38696,10561,conventional,2017,state,SouthCarolina,413262
6/25/2017,1.17,190193,75674,2128,87432,43444,7650,conventional,2017,state,SouthCarolina,406521
6/18/2017,1.3,159851,74052,2188,81818,23600,14585,conventional,2017,state,SouthCarolina,356094
6/11/2017,1.3,189016,79763,2567,87105,34473,11710,conventional,2017,state,SouthCarolina,404634
6/4/2017,1.33,213834,76898,2443,86890,38375,4745,conventional,2017,state,SouthCarolina,423185
5/28/2017,1.41,181619,78083,2860,102225,23366,5151,conventional,2017,state,SouthCarolina,393304
5/21/2017,1.38,163512,72321,2901,91713,27831,5055,conventional,2017,state,SouthCarolina,363333
5/14/2017,1.34,163821,65766,2817,103782,27148,4561,conventional,2017,state,SouthCarolina,367895
5/7/2017,1.19,256780,92640,3231,120194,54591,3976,conventional,2017,state,SouthCarolina,531412
4/30/2017,1.34,208521,87677,2203,88444,38294,3949,conventional,2017,state,SouthCarolina,429088
4/23/2017,1.36,161219,72372,2161,109289,27427,1587,conventional,2017,state,SouthCarolina,374055
4/16/2017,1.37,161105,75616,2257,92237,34385,3245,conventional,2017,state,SouthCarolina,368845
4/9/2017,1.38,153803,72253,2213,82167,31317,4116,conventional,2017,state,SouthCarolina,345869
4/2/2017,1.38,141147,73889,2180,122294,24716,2285,conventional,2017,state,SouthCarolina,366511
3/26/2017,1.41,146123,75527,2189,91328,26398,1905,conventional,2017,state,SouthCarolina,343470
3/19/2017,1.37,128919,76831,2453,89623,33294,1685,conventional,2017,state,SouthCarolina,332805
3/12/2017,1.4,135698,76260,2779,79136,31292,670,conventional,2017,state,SouthCarolina,325835
3/5/2017,1.31,137487,76877,4078,78629,29047,25,conventional,2017,state,SouthCarolina,326143
2/26/2017,1.06,189463,97078,4420,91627,20450,1170,conventional,2017,state,SouthCarolina,404208
2/19/2017,1.14,150107,76621,2862,78346,22320,1190,conventional,2017,state,SouthCarolina,331446
2/12/2017,0.99,190776,83867,2382,92656,25475,65,conventional,2017,state,SouthCarolina,395221
2/5/2017,0.81,365829,182800,6024,92596,58747,103,conventional,2017,state,SouthCarolina,706099
1/29/2017,1.11,174672,85091,3176,91777,40642,54,conventional,2017,state,SouthCarolina,395412
1/22/2017,1,159931,121923,6644,98463,64778,0,conventional,2017,state,SouthCarolina,451739
1/15/2017,1.14,167680,86902,2851,70025,42459,0,conventional,2017,state,SouthCarolina,369917
1/8/2017,1.15,154598,75967,3127,83273,35696,0,conventional,2017,state,SouthCarolina,352661
1/1/2017,1,166823,105262,5223,57345,67510,0,conventional,2017,state,SouthCarolina,402163
12/31/2017,0.85,2819106,1288525,22204,1456270,563984,575,conventional,2017,regional,SouthCentral,6150664
12/24/2017,1,2608913,875474,19844,1229407,406417,242,conventional,2017,regional,SouthCentral,5140297
12/17/2017,0.9,2460828,956507,17333,1167761,349011,317,conventional,2017,regional,SouthCentral,4951757
12/10/2017,0.8,2897662,1093964,25059,1732882,363631,551,conventional,2017,regional,SouthCentral,6113749
12/3/2017,0.84,2801657,1222335,27629,1596144,389649,228,conventional,2017,regional,SouthCentral,6037642
11/26/2017,0.96,2377638,713646,14770,870931,385677,162,conventional,2017,regional,SouthCentral,4362824
11/19/2017,0.97,2719309,742890,17529,973474,409491,1642,conventional,2017,regional,SouthCentral,4864335
11/12/2017,0.95,2730492,1207080,27925,1146657,514869,525,conventional,2017,regional,SouthCentral,5627548
11/5/2017,0.99,2770716,1154114,24089,1127480,716953,4725,conventional,2017,regional,SouthCentral,5798077
10/29/2017,1.1,2567803,938018,12453,1013799,634226,1120,conventional,2017,regional,SouthCentral,5167419
10/22/2017,1.15,2541202,796820,11499,1211443,357979,159,conventional,2017,regional,SouthCentral,4919102
10/15/2017,1.3,2390227,797893,8837,976323,379688,203,conventional,2017,regional,SouthCentral,4553171
10/8/2017,1.32,2484149,842457,6333,1011503,390140,569,conventional,2017,regional,SouthCentral,4735151
10/1/2017,1.34,2373892,775342,7964,952666,378805,224,conventional,2017,regional,SouthCentral,4488893
9/24/2017,1.33,2350943,750402,6456,965685,331517,341,conventional,2017,regional,SouthCentral,4405344
9/17/2017,1.27,2583311,836032,7144,897889,358252,2463,conventional,2017,regional,SouthCentral,4685091
9/10/2017,1.22,2756276,771800,12730,1011682,365701,8368,conventional,2017,regional,SouthCentral,4926557
9/3/2017,1.24,2610727,799483,11103,925949,319844,10678,conventional,2017,regional,SouthCentral,4677784
8/27/2017,1.17,2926796,860801,11576,1125462,367930,10695,conventional,2017,regional,SouthCentral,5303260
8/20/2017,1.06,2733435,1013579,9938,962288,683111,10515,conventional,2017,regional,SouthCentral,5412866
8/13/2017,1.05,2794534,1399558,22466,940654,893305,7961,conventional,2017,regional,SouthCentral,6058478
8/6/2017,1.03,3063985,1282288,18165,1037654,457240,23395,conventional,2017,regional,SouthCentral,5882727
7/30/2017,1.06,2922902,1156833,15184,1010569,424211,18691,conventional,2017,regional,SouthCentral,5548390
7/23/2017,1.05,2881727,1185462,16703,1013213,427813,25669,conventional,2017,regional,SouthCentral,5550587
7/16/2017,1.02,2730102,1369046,19642,1083666,557527,20910,conventional,2017,regional,SouthCentral,5780893
7/9/2017,0.86,3208921,1183762,19559,2120459,656778,5488,conventional,2017,regional,SouthCentral,7194967
7/2/2017,0.92,3159081,1239433,25462,1790494,457729,3692,conventional,2017,regional,SouthCentral,6675891
6/25/2017,0.92,3274928,1121984,16796,1518939,530617,3166,conventional,2017,regional,SouthCentral,6466430
6/18/2017,0.89,3419007,1543630,28127,1501763,923550,1188,conventional,2017,regional,SouthCentral,7417265
6/11/2017,0.93,3540684,1042888,21574,1496504,401617,23222,conventional,2017,regional,SouthCentral,6526489
6/4/2017,0.93,3465782,1015654,20437,1636586,413726,33697,conventional,2017,regional,SouthCentral,6585882
5/28/2017,0.96,3495037,1267551,27016,1322192,405651,31597,conventional,2017,regional,SouthCentral,6549044
5/21/2017,0.94,3262540,1043850,20821,1269470,460425,27691,conventional,2017,regional,SouthCentral,6084797
5/14/2017,0.92,3340447,1114123,22105,1494262,545592,35275,conventional,2017,regional,SouthCentral,6551804
5/7/2017,0.85,4093102,1453770,18739,1526968,810445,19876,conventional,2017,regional,SouthCentral,7922900
4/30/2017,0.86,3221295,1692108,38276,1460631,1049435,22187,conventional,2017,regional,SouthCentral,7483932
4/23/2017,0.83,3396321,1500546,27770,1675301,895409,27715,conventional,2017,regional,SouthCentral,7523062
4/16/2017,0.88,3783304,1212653,23851,1783245,127878,18959,conventional,2017,regional,SouthCentral,6949890
4/9/2017,0.92,3415502,1234042,39099,1318527,152730,23923,conventional,2017,regional,SouthCentral,6183823
4/2/2017,0.84,3916659,1012267,24557,1494824,309396,19836,conventional,2017,regional,SouthCentral,6777539
3/26/2017,0.93,3391003,978691,27689,1322350,66092,19717,conventional,2017,regional,SouthCentral,5805542
3/19/2017,0.94,3186679,1033841,65216,1165810,31726,15472,conventional,2017,regional,SouthCentral,5498744
3/12/2017,0.93,3199640,870253,138377,1040139,52798,15324,conventional,2017,regional,SouthCentral,5316531
3/5/2017,0.87,3275101,959532,154394,1200644,40174,7943,conventional,2017,regional,SouthCentral,5637788
2/26/2017,0.7,4318255,822773,142659,1359306,146645,19167,conventional,2017,regional,SouthCentral,6808805
2/19/2017,0.75,2869772,1114706,207634,1408220,330575,22315,conventional,2017,regional,SouthCentral,5953222
2/12/2017,0.68,3640314,1098975,215202,1790736,276302,21550,conventional,2017,regional,SouthCentral,7043079
2/5/2017,0.62,5160897,1821671,430538,1652466,346208,9830,conventional,2017,regional,SouthCentral,9421610
1/29/2017,0.76,4041490,922432,173875,996675,306893,8334,conventional,2017,regional,SouthCentral,6449699
1/22/2017,0.74,4020198,957480,23686,1066265,128528,11482,conventional,2017,regional,SouthCentral,6207639
1/15/2017,0.68,4335593,1264050,18959,1360059,110035,15030,conventional,2017,regional,SouthCentral,7103726
1/8/2017,0.74,3529762,1305030,18206,1296031,183062,15873,conventional,2017,regional,SouthCentral,6347964
1/1/2017,0.64,3587283,1719720,27549,1105953,230434,16334,conventional,2017,regional,SouthCentral,6687273
12/31/2017,1.08,2795828,448136,12621,807942,571444,15136,conventional,2017,regional,Southeast,4651107
12/24/2017,1.31,1732070,277003,14230,708818,322895,22826,conventional,2017,regional,Southeast,3077842
12/17/2017,1.01,2208031,341377,15057,728007,442491,16965,conventional,2017,regional,Southeast,3751928
12/10/2017,1.02,2353836,373395,17836,817967,511116,17108,conventional,2017,regional,Southeast,4091258
12/3/2017,1.21,2032331,328178,21381,737179,318086,15051,conventional,2017,regional,Southeast,3452206
11/26/2017,1.32,1577493,251975,8058,606486,282761,16635,conventional,2017,regional,Southeast,2743408
11/19/2017,1.2,1997537,326446,12078,674139,423999,12084,conventional,2017,regional,Southeast,3446283
11/12/2017,1.28,1947873,312578,12862,818630,314965,15586,conventional,2017,regional,Southeast,3422494
11/5/2017,1.34,1801087,298601,10159,767423,305652,11138,conventional,2017,regional,Southeast,3194060
10/29/2017,1.23,2294506,395329,9661,722262,425158,9729,conventional,2017,regional,Southeast,3856645
10/22/2017,1.54,1888095,344382,8076,544946,348391,16,conventional,2017,regional,Southeast,3133906
10/15/2017,1.71,1662425,323403,3544,595753,311513,95,conventional,2017,regional,Southeast,2896733
10/8/2017,1.72,1834789,292733,2600,621238,320688,136,conventional,2017,regional,Southeast,3072184
10/1/2017,1.82,1532670,403538,3144,534947,281146,102,conventional,2017,regional,Southeast,2755547
9/24/2017,1.72,1656716,380147,2733,441534,279631,307,conventional,2017,regional,Southeast,2761068
9/17/2017,1.66,1623451,438322,2875,367157,382447,2339,conventional,2017,regional,Southeast,2816591
9/10/2017,1.61,1511637,383131,4114,537850,238131,32142,conventional,2017,regional,Southeast,2707005
9/3/2017,1.7,1745317,443461,4600,545848,277106,33600,conventional,2017,regional,Southeast,3049932
8/27/2017,1.54,1702152,429629,3467,513451,295205,61542,conventional,2017,regional,Southeast,3005446
8/20/2017,1.52,1729866,444533,3378,544186,352851,38351,conventional,2017,regional,Southeast,3113165
8/13/2017,1.42,1989686,556375,3729,607669,425033,72142,conventional,2017,regional,Southeast,3654634
8/6/2017,1.41,1799096,507686,3573,569390,337375,65745,conventional,2017,regional,Southeast,3282865
7/30/2017,1.38,1874297,498801,3559,525045,321214,43731,conventional,2017,regional,Southeast,3266647
7/23/2017,1.36,2109071,533696,3992,523094,346162,64349,conventional,2017,regional,Southeast,3580364
7/16/2017,1.36,2006797,518859,4070,596734,324533,65284,conventional,2017,regional,Southeast,3516277
7/9/2017,1.32,1930026,485914,4530,636669,342065,92788,conventional,2017,regional,Southeast,3491992
7/2/2017,1.33,2219035,549007,4779,676830,437058,92555,conventional,2017,regional,Southeast,3979264
6/25/2017,1.28,2101936,442823,3465,612557,434646,71519,conventional,2017,regional,Southeast,3666946
6/18/2017,1.35,1995541,416295,3536,546900,350819,91367,conventional,2017,regional,Southeast,3404458
6/11/2017,1.33,2451659,483092,4402,691325,449984,70555,conventional,2017,regional,Southeast,4151017
6/4/2017,1.34,2520206,473206,4227,719959,474483,45141,conventional,2017,regional,Southeast,4237222
5/28/2017,1.38,2252110,450910,5062,789660,371173,47994,conventional,2017,regional,Southeast,3916909
5/21/2017,1.38,2047913,423450,7102,714273,375845,40795,conventional,2017,regional,Southeast,3609378
5/14/2017,1.36,1996527,387916,8542,781112,343499,43246,conventional,2017,regional,Southeast,3560842
5/7/2017,1.14,3160480,682416,6156,866807,644105,31753,conventional,2017,regional,Southeast,5391717
4/30/2017,1.24,2790480,656889,4043,695716,513525,37614,conventional,2017,regional,Southeast,4698267
4/23/2017,1.39,1956787,445304,3585,726576,359239,11744,conventional,2017,regional,Southeast,3503235
4/16/2017,1.37,1841482,429995,3756,740336,378277,24389,conventional,2017,regional,Southeast,3418235
4/9/2017,1.41,1813138,432543,4015,620398,359415,28394,conventional,2017,regional,Southeast,3257903
4/2/2017,1.49,1771188,432477,3725,720881,345797,15002,conventional,2017,regional,Southeast,3289070
3/26/2017,1.52,1691954,444119,4008,619190,366947,23131,conventional,2017,regional,Southeast,3149349
3/19/2017,1.45,1643034,443256,4278,685022,374168,18610,conventional,2017,regional,Southeast,3168368
3/12/2017,1.45,1661752,452054,4318,629442,373081,10136,conventional,2017,regional,Southeast,3130783
3/5/2017,1.39,1616582,446313,6013,636964,368181,4802,conventional,2017,regional,Southeast,3078855
2/26/2017,1.09,2009302,536981,6636,876737,337642,12783,conventional,2017,regional,Southeast,3780081
2/19/2017,1.14,1648815,483660,4681,695382,330922,15102,conventional,2017,regional,Southeast,3178562
2/12/2017,0.91,2444616,806770,5420,800309,522266,4865,conventional,2017,regional,Southeast,4584246
2/5/2017,0.81,3878268,1537592,10564,1194583,919050,5882,conventional,2017,regional,Southeast,7545939
1/29/2017,1.12,1855817,719827,6140,947471,611717,2741,conventional,2017,regional,Southeast,4143713
1/22/2017,0.97,1897606,1188251,11258,834408,1059745,1432,conventional,2017,regional,Southeast,4992700
1/15/2017,1.17,1686738,724373,5637,784077,641124,1190,conventional,2017,regional,Southeast,3843139
1/8/2017,1.17,1510770,635042,5892,818151,540435,1840,conventional,2017,regional,Southeast,3512130
1/1/2017,0.94,1826477,1085899,9297,731588,1000753,1884,conventional,2017,regional,Southeast,4655898
12/31/2017,0.94,30325,36245,502,24406,6545,64,conventional,2017,city,Spokane,98087
12/24/2017,1.32,17244,20940,535,20309,7796,72,conventional,2017,city,Spokane,66896
12/17/2017,1.34,16166,17750,328,20077,6919,36,conventional,2017,city,Spokane,61276
12/10/2017,1.2,20461,20182,397,26559,6994,32,conventional,2017,city,Spokane,74625
12/3/2017,1.16,23473,17884,378,33362,5310,57,conventional,2017,city,Spokane,80464
11/26/2017,1.49,12988,15594,252,14612,5404,0,conventional,2017,city,Spokane,48850
11/19/2017,1.3,17283,16712,410,17010,12808,7,conventional,2017,city,Spokane,64230
11/12/2017,1.17,23286,19991,458,37987,5076,130,conventional,2017,city,Spokane,86928
11/5/2017,1.32,22346,19106,286,31681,5078,33,conventional,2017,city,Spokane,78530
10/29/2017,1.41,20429,21687,277,23106,5311,61,conventional,2017,city,Spokane,70871
10/22/2017,1.31,21170,32061,223,17309,6657,31,conventional,2017,city,Spokane,77451
10/15/2017,1.6,15839,26443,99,13661,7156,85,conventional,2017,city,Spokane,63283
10/8/2017,1.82,13845,22168,39,13676,6543,44,conventional,2017,city,Spokane,56315
10/1/2017,1.83,13935,20908,27,13317,7187,46,conventional,2017,city,Spokane,55420
9/24/2017,1.84,13394,20303,124,13724,6762,41,conventional,2017,city,Spokane,54348
9/17/2017,1.66,16478,28242,34,12775,7599,90,conventional,2017,city,Spokane,65218
9/10/2017,1.89,15581,21529,94,11533,8689,68,conventional,2017,city,Spokane,57494
9/3/2017,1.58,20808,22824,103,24386,7715,5,conventional,2017,city,Spokane,75841
8/27/2017,1.42,24243,22050,72,34698,5902,5,conventional,2017,city,Spokane,86970
8/20/2017,1.65,19605,23705,190,19889,8697,0,conventional,2017,city,Spokane,72086
8/13/2017,1.67,16297,26113,100,16336,9284,11,conventional,2017,city,Spokane,68141
8/6/2017,1.55,20501,29824,122,17490,9861,35,conventional,2017,city,Spokane,77833
7/30/2017,1.56,18393,29606,89,16551,10299,131,conventional,2017,city,Spokane,75069
7/23/2017,1.44,17051,35914,89,13713,10900,2,conventional,2017,city,Spokane,77669
7/16/2017,1.35,26467,25826,242,23088,10239,251,conventional,2017,city,Spokane,86113
7/9/2017,0.97,26683,32986,119,68576,46,44,conventional,2017,city,Spokane,128454
7/2/2017,1.2,19186,34732,150,48093,36,109,conventional,2017,city,Spokane,102306
6/25/2017,1.12,22127,27887,69,53465,377,0,conventional,2017,city,Spokane,103925
6/18/2017,1.11,21695,28465,84,53053,9,8,conventional,2017,city,Spokane,103314
6/11/2017,1.16,16950,27300,62,50208,14,49,conventional,2017,city,Spokane,94583
6/4/2017,1.16,18046,29061,53,50586,0,10,conventional,2017,city,Spokane,97756
5/28/2017,1.15,20265,31394,156,50674,34,13,conventional,2017,city,Spokane,102536
5/21/2017,1.14,20886,26057,196,44915,143,75,conventional,2017,city,Spokane,92272
5/14/2017,1.08,23816,31406,69,53016,19,87,conventional,2017,city,Spokane,108413
5/7/2017,1,35074,44285,69,57196,4036,332,conventional,2017,city,Spokane,140992
4/30/2017,1.02,22232,28665,65,63102,688,3,conventional,2017,city,Spokane,114755
4/23/2017,1.02,21017,31935,63,47077,6,56,conventional,2017,city,Spokane,100154
4/16/2017,1.09,22310,24058,132,55363,6,8,conventional,2017,city,Spokane,101877
4/9/2017,0.93,31686,42400,28,51852,316,13,conventional,2017,city,Spokane,126295
4/2/2017,1.12,20769,26688,12,47511,43,32,conventional,2017,city,Spokane,95055
3/26/2017,1.09,20639,24122,21,48412,10,5,conventional,2017,city,Spokane,93209
3/19/2017,0.92,22275,24390,65,63117,1075,29,conventional,2017,city,Spokane,110951
3/12/2017,0.83,23152,30302,52,74946,4149,199,conventional,2017,city,Spokane,132800
3/5/2017,0.85,22154,31331,54,43180,32199,21,conventional,2017,city,Spokane,128939
2/26/2017,0.75,19681,26455,531,58196,17638,90,conventional,2017,city,Spokane,122591
2/19/2017,0.85,19026,19164,315,53957,8990,30,conventional,2017,city,Spokane,101482
2/12/2017,0.77,21706,27885,43,44302,16496,61,conventional,2017,city,Spokane,110493
2/5/2017,0.76,30443,47313,527,63591,23844,69,conventional,2017,city,Spokane,165787
1/29/2017,0.84,20868,25238,27,56084,9927,48,conventional,2017,city,Spokane,112192
1/22/2017,0.88,19006,38753,154,49750,5681,87,conventional,2017,city,Spokane,113431
1/15/2017,0.93,15011,31841,439,58002,2064,20,conventional,2017,city,Spokane,107377
1/8/2017,0.78,16655,59371,68,61629,7044,164,conventional,2017,city,Spokane,144931
1/1/2017,0.87,11707,43700,511,58631,416,76,conventional,2017,city,Spokane,115041
12/31/2017,1.14,96909,6607,264,67704,20687,0,conventional,2017,city,StLouis,192171
12/24/2017,1.38,71924,12725,322,52480,12490,0,conventional,2017,city,StLouis,149941
12/17/2017,1.17,70752,5893,274,59608,17799,0,conventional,2017,city,StLouis,154326
12/10/2017,1.18,59840,6577,153,61720,28121,0,conventional,2017,city,StLouis,156411
12/3/2017,1.37,61716,6514,320,41245,22371,0,conventional,2017,city,StLouis,132166
11/26/2017,1.31,59506,10345,547,37032,18813,0,conventional,2017,city,StLouis,126243
